4792,EST,Karel TILGA,1998
4793,CZE,Adam Sebastian HELCELET,1991
4794,NOR,Martin ROE,1992
4795,FRA,Kevin MAYER,1992
4796,BEL,Thomas VAN DER PLAETSEN,1990
4797,EST,Johannes ERM,1998
4798,USA,Steven BASTIEN,1994
4799,GER,Kai KAZMIREK,1991
4800,AUS,Ashley MOLONEY,2000
4801,USA,Ronnie BAKER,1993
4802,GBR,Zharnel HUGHES,1995
4803,RSA,Akani SIMBINE,1993
4804,USA,Fred KERLEY,1995
4805,NGR,Enoch ADEGOKE,2000
4806,CHN,Bingtian SU,1989
4807,ITA,Lamont Marcell JACOBS,1994
4808,BRA,Thiago BRAZ,1993
4809,GBR,Harry COPPELL,1996
4810,USA,Christopher NILSEN,1998
4811,USA,Kc LIGHTFOOT,1999
4812,TUR,Ersu SASMA,1999
4813,PHI,Ernest John OBIENA,1995
4814,POL,Piotr LISEK,1992
4815,NED,Menno VLOON,1994
4816,SWE,Armand Duplantis,1999
4817,AUS,Kurtis MARSCHALL,1997
4818,FRA,Renaud LAVILLENIE,1986
4819,GER,Oleg ZERNIKEL,1995
4820,GER,Bo Kanda LITA BAEHRE,1999
4821,GRE,Emmanouil KARALIS,1999
4822,USA,Dalilah MUHAMMAD,1990
4823,UKR,Anna RYZHYKOVA,1989
4824,UKR,Viktoriya TKACHUK,1994
4825,NED,Femke BOL,2000
4826,USA,Sydney MCLAUGHLIN,1999
4827,PAN,Gianna WOODRUFF,1993
4828,USA,Anna COCKRELL,1997
4829,JAM,Janieve RUSSELL,1993
4830,ERI,Aron KIFLE,1998
4831,JPN,Tatsuhiko ITO,1998
4832,GBR,Marc SCOTT,1993
4833,ETH,Yomif KEJELCHA,1997
4834,KEN,Rhonex KIPRUTO,1999
4835,ETH,Berihu AREGAWI,2001
4836,USA,Joe KLECKER,1996
4837,KEN,Rodgers KWEMOI,1998
4838,UGA,Jacob KIPLIMO,2000
4839,BEL,Isaac KIMELI,1994
4840,ITA,Yemaneberhan CRIPPA,1996
4841,UGA,Joshua Kiprui CHEPTEGEI,1996
4842,GBR,Sam ATKIN,1993
4843,KEN,Weldon LANGAT,1998
4844,SUI,Julien WANDERS,1996
4845,ETH,Selemon BAREGA,2000
4846,UGA,Stephen KISSA,1995
4847,USA,William KINCAID,1992
4848,THA,Kieran TUNTIVATE,1997
4849,JPN,Akira AIZAWA,1997
4850,ESP,Carlos MAYO,1995
4851,CAN,Mohammed AHMED,1991
4852,USA,Grant FISHER,1997
4853,AUS,Patrick TIERNAN,1994
4854,QAT,Abderrahaman SAMBA,1995
4855,NOR,Karsten WARHOLM,1996
4856,TUR,Yasmani COPELLO,1987
4857,USA,Rai BENJAMIN,1996
4858,BRA,Alison DOS SANTOS,2000
4859,ITA,Alessandro SIBILIO,1999
4860,EST,Rasmus MAGI,1992
4861,IVB,Kyron MCMASTER,1997
4862,SWE,Simon PETTERSSON,1994
4863,GER,Clemens PRUFER,1997
4864,JAM,Chad WRIGHT,1991
4865,NOR,Ola STUNES ISENE,1995
4866,SLO,Kristjan CEH,1999
4867,AUS,Matthew DENNY,1996
4868,LTU,Andrius GUDZIUS,1991
4869,USA,Sam MATTIS,1994
4870,COL,Mauricio ORTEGA,1994
4871,AUT,Lukas WEISSHAIDINGER,1992
4872,GER,Daniel JASINSKI,1989
4873,SWE,Daniel STAHL,1992
4874,NAM,Beatrice MASILINGI,2003
4875,NAM,Christine MBOMA,2003
4876,USA,Gabrielle THOMAS,1996
4877,UZB,Safina SADULLAYEVA,1998
4878,UKR,Yaroslava MAHUCHIKH,
4879,SWE,Maja NILSSON,1999
4880,POL,Kamila LICWINKO,1986
4881,UKR,Yuliia LEVCHENKO,1997
4882,BUL,Mirela DEMIREVA,1989
4883,GBR,Morgan LAKE,1997
4884,MNE,Marija VUKOVIC,1992
4885,USA,Vashti CUNNINGHAM,1998
4886,AUS,Nicola MCDERMOTT,1996
4887,UKR,Iryna GERASHCHENKO,1995
4888,GER,Marie-Laurence JUNGFLEISCH,1990
4889,ROC,Mariya LASITSKENE,1993
4890,AUS,Eleanor PATTERSON,1996
4891,PER,Cesar RODRIGUEZ,1997
4892,ITA,Federico TONTODONATI,1989
4893,GUA,Jose Alejandro BARRONDO,1996
4894,ROC,Vasiliy MIZINOV,1997
4895,COL,Eider AREVALO,1993
4896,TUR,Salih KORKMAZ,1997
4897,CHN,Jun ZHANG,1998
4898,POL,Lukasz NIEDZIALEK,2000
4899,KAZ,Georgiy SHEIKO,1989
4900,JPN,Koki IKEDA,1998
4901,LTU,Marius ZIUKAS,1985
4902,JPN,Eiki TAKAHASHI,1992
4903,GER,Leo KOPP,1998
4904,BLR,Aliaksandr LIAKHOVICH,1989
4905,PER,Luis Henry CAMPOS,1995
4906,GUA,Jose Oswaldo CALEL,1998
4907,BRA,Caio BONFIM,1991
4908,IND,. RAHUL,1996
4909,GBR,Callum WILKINSON,1997
4910,SVK,Miroslav URADNIK,1996
4911,UKR,Eduard ZABUZHENKO,1998
4912,ECU,Jordy Rafael JIMENEZ ARROBO,1994
4913,COL,Manuel Esteban SOTO,1994
4914,FRA,Kevin CAMPION,1988
4915,BRA,Lucas MAZZO,1994
4916,ITA,Francesco FORTUNATO,1994
4917,BRA,Matheus CORREA,1999
4918,GUA,Jose ORTIZ,2000
4919,FRA,Gabriel BORDIER,1997
4920,TUR,Abdulselam IMUK,1999
4921,KOR,Byeongkwang CHOE,1991
4922,GER,Christopher LINKE,1988
4923,SWE,Perseus KARLSTROM,1990
4924,ESP,Miguel Angel LOPEZ,1988
4925,COL,Jhon Alexander CASTANEDA,1992
4926,TUR,Sahin SENODUNCU,1994
4927,MEX,Andres Eduardo OLIVAS NUNEZ,1998
4928,ESP,Diego GARCIA,1996
4929,UKR,Ivan LOSEV,1986
4930,ECU,David HURTADO,1999
4931,JPN,Toshikazu YAMANISHI,1996
4932,MEX,Noel Ali CHAMA ALMAZAN,1997
4933,MEX,Jesus VEGA,1994
4934,ECU,Brian PINTADO,1995
4935,IRL,David KENNY,1999
4936,ITA,Massimo STANO,1992
4937,GER,Nils BREMBACH,1993
4938,AUS,Declan TINGAY,1999
4939,GBR,Tom BOSWORTH,1990
4940,AUS,Kyle SWAN,1999
4941,RSA,Wayne SNYMAN,1985
4942,IND,Irfan KOLOTHUM THODI,1990
4943,ESP,Alvaro MARTIN,1994
4944,CHN,Zelin CAI,1991
4945,IND,Sandeep KUMAR,1986
4946,CHN,Kaihua WANG,1994
4947,USA,Nick CHRISTIE,1991
4948,BOT,Isaac MAKWALA,1985
4949,NED,Liemarvin BONEVACIA,1989
4950,USA,Michael NORMAN,1997
4951,JAM,Christopher TAYLOR,1999
4952,BAH,Steven GARDINER,1995
4953,COL,Anthony ZAMBRANO,1998
4954,GRN,Kirani JAMES,1992
4955,USA,Michael CHERRY,1995
4956,USA,Annie KUNZ,1993
4957,GER,Carolin SCHAFER,1991
4958,BEL,Noor VIDTS,1996
4959,BUR,Marthe KOALA,1994
4960,FIN,Maria HUNTINGTON,1997
4961,CUB,Yorgelis RODRIGUEZ,1995
4962,AUT,Verena MAYR,1995
4963,BEN,Odile AHOUANWANOU,1991
4964,NED,Emma OOSTERWEGEL,1998
4965,POL,Adrianna SULEK,1999
4966,CAN,Georgia ELLENWOOD,1995
4967,NED,Nadine BROERSEN,1990
4968,CHN,Ninali ZHENG,1998
4969,AUT,Ivona DADIC,1993
4970,ESP,Maria VICENTE,
4971,BEL,Nafissatou THIAM,1994
4972,GBR,Katarina JOHNSON-THOMPSON,1993
4973,USA,Erica BOUGARD,1993
4974,GER,Vanessa GRIMM,1997
4975,NED,Anouk VETTER,1993
4976,UZB,Ekaterina VORONINA,1992
4977,HUN,Xenia KRIZSAN,1993
4978,USA,Kendell WILLIAMS,1995
4979,COL,Evelis AGUILAR,1993
4980,GBR,Jake HEYWARD,1999
4981,USA,Cole HOCKER,2001
4982,KEN,Abel KIPSANG,1996
4983,GBR,Jake WIGHTMAN,1994
4984,ESP,Ignacio FONTES,1998
4985,POL,Michal ROZMYS,1995
4986,LUX,Charles GRETHEN,1992
4987,AUS,Oliver HOARE,1997
4988,GBR,Josh KERR,1997
4989,NOR,Jakob INGEBRIGTSEN,2000
4990,ESP,Adel MECHAAL,1990
4991,KEN,Timothy CHERUIYOT,1995
4992,AUS,Stewart MCSWEYN,1995
4993,BRN,Birhanu BALEW,1996
4994,UGA,Oscar CHELIMO,
4995,ESP,Mohamed KATIR,1998
4996,CAN,Justyn KNIGHT,1996
4997,USA,Paul Kipkemoi CHELIMO,1990
4998,GBR,Andrew BUTCHART,1991
4999,KEN,Nicholas Kipkorir KIMELI,1998
5000,FRA,Jimmy GRESSIER,1997
5001,GUA,Luis GRIJALVA,1999
5002,ETH,Milkesa MENGESHA,2000
5003,BRN,Dawit FIKADU,1995
5004,HUN,David VERRASZTO,1988
5005,GBR,Max LITCHFIELD,1995
5006,FRA,Leon MARCHAND,2002
5007,USA,Chase KALISZ,1994
5008,NZL,Lewis CLAREBURT,1999
5009,USA,Jay LITHERLAND,1995
5010,AUS,Brendon SMITH,2000
5011,ITA,Alberto RAZZETTI,1999
5012,CHN,Jianjiahe WANG,2002
5013,AUS,Kiah MELVERTON,1996
5014,GER,Sarah KOHLER,1994
5015,ITA,Simona QUADARELLA,1998
5016,USA,Katie LEDECKY,1997
5017,AUS,Ariarne Titmus,2000
5018,USA,Katie GRIMES,2006
5019,USA,Lydia JACOBY,2004
5020,RSA,Tatjana SCHOENMAKER,1997
5021,USA,Lilly KING,1997
5022,SWE,Sophie HANSSON,1998
5023,IRL,Mona MC SHARRY,
5024,ROC,Evgeniia CHIKUNOVA,2004
5025,ITA,Martina CARRARO,1993
5026,ROC,Yuliya EFIMOVA,1992
5027,JPN,Ryuya MURA,1996
5028,ROC,Anton CHUPKOV,1997
5029,SWE,Erik PERSSON,1994
5030,NED,Arno KAMMINGA,1995
5031,FIN,Matti MATTSSON,1993
5032,USA,Nic FINK,1993
5033,GBR,James WILBY,1993
5034,AUS,Izaac STUBBLETY-COOK,1999
5035,CHN,Qingfeng WU,2003
5036,USA,Abbey WEITZEIL,1996
5037,NED,Ranomi KROMOWIDJOJO,1990
5038,AUS,Cate CAMPBELL,1992
5039,SWE,Sarah SJOESTROEM,1993
5040,POL,Katarzyna WASICK,1992
5041,AUS,Emma MCKEON,1994
5042,DEN,Pernille BLUME,1994
5043,CHN,Yufei ZHANG,1998
5044,USA,Regan SMITH,2002
5045,GBR,Alys Margaret THOMAS,1990
5046,AUS,Brianna THROSSELL,1996
5047,ROC,Svetlana CHIMROVA,1996
5048,HUN,Boglarka KAPAS,1993
5049,USA,Hali FLICKINGER,1994
5050,CHN,Liyan YU,2000
5051,CAN,Kylie MASSE,1996
5052,AUS,Kaylee MCKEOWN,
5053,CHN,Yaxin LIU,1999
5054,CHN,Xuwei PENG,
5055,CAN,Taylor Madison RUCK,2000
5056,USA,Rhyan Elizabeth WHITE,2000
5057,USA,Phoebe BACON,2002
5058,AUS,Emily SEEBOHM,1992
5059,AUS,Maddy GOUGH,1999
5060,USA,Erica SULLIVAN,2000
5061,TUN,Ahmed HAFNAOUI,
5062,USA,Kieran SMITH,2000
5063,AUT,Felix AUBOECK,1996
5064,AUS,Elijah WINNINGTON,2000
5065,AUS,Jack MCLOUGHLIN,1995
5066,GER,Henning Bennet MUHLLEITNER,1997
5067,ITA,Gabriele DETTI,1994
5068,USA,Jake MITCHELL,2001
5069,RSA,Chad LE CLOS,1992
5070,HUN,Kristof Milak,2000
5071,POL,Krzysztof Chmielewski,2004
5072,USA,Gunnar BENTZ,1996
5073,ITA,Federico BURDISSO,
5074,HUN,Tamas KENDERESI,1996
5075,JPN,Tomoru HONDA,2001
5076,BRA,Leonardo DE DEUS,1991
5077,HUN,Viktoria MIHALYVARI-FARKAS,2003
5078,USA,Emma WEYANT,2001
5079,JPN,Yui OHASHI,1995
5080,ITA,Ilaria CUSINATO,1999
5081,ESP,Mireia BELMONTE,1990
5082,HUN,Katinka HOSSZU,1989
5083,GBR,Aimee WILLMOTT,1993
5084,FRA,Maxime GROUSSET,1999
5085,USA,Caeleb DRESSEL,1996
5086,ITA,Alessandro MIRESSI,1998
5087,AUS,Kyle CHALMERS,1998
5088,KOR,Sunwoo HWANG,2003
5089,HUN,Nandor NEMETH,1999
5090,ROC,Kliment KOLESNIKOV,2000
5091,ROU,David POPOVICI,2004
5092,RSA,Kaylene CORBETT,1999
5093,GBR,Molly RENSHAW,1996
5094,BEL,Fanny LECLUYSE,1992
5095,USA,Annie LAZOR,1994
5096,GBR,Abbie WOOD,1999
5097,GBR,Kathleen DAWSON,1997
5098,NED,Kira TOUSSAINT,1994
5099,ISR,Anastasya GORBENKO,
5100,GBR,Ben PROUD,1994
5101,NED,Thom DE BOER,1991
5102,GRE,Kristian GKOLOMEEV,1993
5103,FRA,Florent MANAUDOU,1990
5104,ITA,Lorenzo ZAZZERI,1994
5105,BRA,Bruno FRATUS,1989
5106,USA,Michael ANDREW,
5107,GBR,Tom DEAN,2000
5108,BRA,Fernando SCHEFFER,1998
5109,GBR,Duncan SCOTT,1997
5110,ROC,Martin MALYUTIN,1999
5111,LTU,Danas RAPSYS,1995
5112,ITA,Thomas CECCON,
5113,CHN,Jiayu XU,1995
5114,ROU,Robert GLINTA,1997
5115,ESP,Hugo GONZALEZ DE OLIVEIRA,1999
5116,ROC,Evgeny RYLOV,1996
5117,AUS,Mitchell LARKIN,1993
5118,USA,Ryan MURPHY,1995
5119,BLR,Ilya SHYMANOVICH,1994
5120,USA,Andrew WILSON,1993
5121,ITA,Nicolo MARTINENGHI,1999
5122,GBR,Adam PEATY,1994
5123,CHN,Zibei YAN,1995
5124,CAN,Penny OLEKSIAK,2000
5125,HKG,Siobhan Bernadette HAUGHEY,1997
5126,NED,Femke HEEMSKERK,1987
5127,GBR,Anna HOPKIN,1996
5128,UKR,Mykhailo ROMANCHUK,1996
5129,UKR,Serhii FROLOV,1992
5130,GBR,Daniel JERVIS,1996
5131,USA,Robert FINKE,1999
5132,ROC,Kirill MARTYNYCHEV,2002
5133,AUS,Madison WILSON,1994
5134,CHN,Junxuan YANG,
5135,ITA,Federica PELLEGRINI,1988
5136,CZE,Barbora SEEMANOVA,2000
5137,BRA,Guilherme Costa,1998
5138,POL,Jakub MAJERSKI,
5139,AUS,Matthew TEMPLE,1999
5140,ROC,Andrei MINAKOV,2002
5141,GUA,Luis MARTINEZ,1995
5142,SUI,Noe PONTI,
5143,BUL,Josif MILADINOV,2003
5144,CAN,Margaret MACNEIL,2000
5145,FRA,Marie WATTEL,1997
5146,USA,Torri HUSKE,2002
5147,BLR,Anastasiya SHKURDAI,
5148,SWE,Louise HANSSON,1996
5149,JPN,Ryosuke IRIE,1990
5150,POL,Radoslaw KAWECKI,1991
5151,USA,Bryce MEFFORD,1998
5152,HUN,Adam TELEGDY,1995
5153,GBR,Luke GREENBANK,1997
5154,ESP,Nicolas GARCIA SAIZ,2002
5155,CHN,Bingjie LI,2002
5156,GER,Isabel GOSE,2002
5157,CHN,Muhan TANG,2003
5158,USA,Paige MADDEN,1998
5159,NZL,Erika FAIRWEATHER,
5160,CAN,Summer MCINTOSH,2006
5161,HUN,Laszlo CSEH,1985
5162,JPN,Kosuke HAGINO,1994
5163,JPN,Daiya SETO,1994
5164,SUI,Jeremy DESPLANCHES,1994
5165,CHN,Shun WANG,1994
5166,GBR,Alicia WILSON,2000
5167,CAN,Sydney PICKREM,1997
5168,USA,Kate DOUGLASS,
5169,USA,Alex WALSH,2001
5170,CHN,Yiting YU,2005
5171,VEN,Andres LAGE DE ARMAS,1991
5172,JPN,Kazumasa SEGAWA,1989
5173,TUR,Alican KAYNAR,1988
5174,BRA,Jorge ZARIF,1992
5175,RSA,Leo DAVIS,1992
5176,AUS,Jake LILLEY,1993
5177,SWE,Max SALMINEN,1988
5178,CAN,Tom RAMSHAW,1991
5179,ESP,Joan CARDONA MENDEZ,1998
5180,GRE,Ioannis MITAKIS,1989
5181,NOR,Anders PEDERSEN,1992
5182,NZL,Josh JUNIOR,1989
5183,USA,Luke MULLER,1996
5184,MEX,Juan PEREZ,1996
5185,GBR,Giles SCOTT,1987
5186,ARG,Facundo OLEZZA BAZAN,1994
5187,HUN,Zsombor BERECZ,1986
5188,NED,Nicholas HEINER,1989
5189,CHN,He CHEN,1989
5190,AUS,Mathew BELCHER,1982
5191,AUS,Will RYAN,1988
5192,SWE,Fredrik BERGSTROM,1990
5193,SWE,Anton DAHLBERG,1985
5194,ESP,Nicolas RODRIGUEZ GARCIA-PAZ,1991
5195,ESP,Jordi XAMMAR HERNANDEZ,1993
5196,NZL,Paul SNOW-HANSEN,1990
5197,NZL,Daniel WILLCOX,1990
5198,GBR,Chris GRUBE,1985
5199,GBR,Luke PATIENCE,1986
5200,ITA,Giulio CALABRO,1996
5201,ITA,Giacomo FERRARI,1996
5202,JPN,Keiju OKADA,1995
5203,JPN,Jumpei HOKAZONO,1991
5204,GRE,Pavlos KAGIALIS,1984
5205,GRE,Panagiotis MANTIS,1981
5206,USA,Dave HUGHES,1978
5207,USA,Stuart MCNAY,1981
5208,TUR,Deniz CINAR,1984
5209,TUR,Ates CINAR,1986
5210,FRA,Kevin PEPONNET,1991
5211,FRA,Jeremie MION,1989
5212,ROC,Pavel SOZYKIN,1987
5213,ROC,Denis GRIBANOV,1986
5214,KOR,Gunwoo PARK,1981
5215,KOR,Sungmin CHO,1987
5216,POR,Pedro COSTA,1996
5217,POR,Diogo COSTA,1997
5218,BRA,Bruno BETHLEM,1975
5219,BRA,Henrique HADDAD,1987
5220,CAN,Oliver BONE,1981
5221,CAN,Jacob SAUNDERS,1992
5222,ASA,Tyler Justus PAIGE,1995
5223,ASA,Adrian HOESCH,1993
5224,ANG,Paixao AFONSO,1991
5225,ANG,Matias MONTINHO,1990
5226,GUA,Isabella MAEGLI AGUERO,1989
5227,NED,Marit BOUWMEESTER,1988
5228,CYP,Marilena MAKRI,2002
5229,TUR,Ecem GUZEL,1995
5230,POL,Magdalena KWASNA,1998
5231,FIN,Tuula TENKANEN,1990
5232,CHN,Dongshuang ZHANG,1989
5233,SUI,Maud JAYET,1996
5234,LCA,Stephanie LOVELL,1995
5235,SWE,Josefin OLSSON,1989
5236,IRL,Annalise MURPHY,1990
5237,URU,Dolores MOREIRA FRASCHINI,1999
5238,LTU,Viktorija ANDRULYTE,1992
5239,ISR,Shay KAKON,2002
5240,EGY,Khouloud MANSY,1998
5241,GBR,Alison YOUNG,1987
5242,USA,Paige RAILEY,1987
5243,HKG,Stephanie NORTON,2000
5244,NOR,Line FLEM HOEST,1995
5245,PER,Paloma SCHMIDT GUTIERREZ,1987
5246,JPN,Manami DOI,1993
5247,FRA,Marie BOLOU,1992
5248,BLR,Tatiana DROZDOVSKAYA,1978
5249,AUS,Mara STRANSKY,1999
5250,FIJ,Sophia Frances MORGAN,2003
5251,DEN,Anne-Marie RINDOM,1991
5252,MAS,Nur Shazrin MOHAMAD LATIF,1998
5253,GER,Svenja WEGER,1993
5254,ESP,Cristina PUJOL BAJO,1993
5255,HUN,Maria ERDI,1998
5256,ARG,Lucia FALASCA,1993
5257,THA,Kamolwan CHANYIM,1996
5258,ITA,Silvia ZENNARO,1989
5259,POR,Carolina JOAO,1997
5260,MEX,Elena OETLING,1993
5261,MOZ,Deizy NHAQUILE,2000
5262,CRO,Elena VOROBEVA,1988
5263,ROC,Ekaterina ZYUZINA,1996
5264,PNG,Rose-Lee NUMA,1997
5265,GRE,Vasileia KARACHALIOU,1996
5266,IND,Nethra KUMANAN,1997
5267,ANT,Jalese GORDON,2001
5268,CAN,Sarah DOUGLAS,1994
5269,BEL,Emma PLASSCHAERT,1993
5270,ITA,Caterina BANTI,1987
5271,ITA,Ruggero TITA,1992
5272,GBR,Anna BURNET,1992
5273,GBR,John GIMSON,1983
5274,GER,Paul KOHLHOFF,1995
5275,GER,Alica STUHLEMMER,1999
5276,DEN,Lin CENHOLT,1992
5277,DEN,Christian Peter LUBECK,1991
5278,AUS,Jason WATERHOUSE,1991
5279,AUS,Lisa DARMANIN,1991
5280,ESP,Tara PACHECO VAN RIJNSOEVER,1988
5281,ESP,Florian TRITTEL PAUL,1994
5282,ARG,Santiago LANGE,1961
5283,ARG,Cecilia CARRANZA SAROLI,1986
5284,FRA,Manon AUDINET,1992
5285,FRA,Quentin DELAPIERRE,1992
5286,USA,Anna WEIS,1998
5287,USA,Riley GIBBS,1996
5288,BRA,Gabriela NICOLINO,1989
5289,BRA,Samuel ALBRECHT,1981
5290,AUT,Barbara MATZ,1998
5291,AUT,Thomas ZAJAC,1985
5292,NZL,Erica DAWSON,1994
5293,NZL,Micah WILKINSON,1996
5294,FIN,Sinem KURTBAY,1991
5295,FIN,Akseli KESKINEN,1999
5296,SWE,Emil JARUDD,1998
5297,SWE,Cecilia JONSSON,1990
5298,JPN,Shibuki IITSUKA,1988
5299,JPN,Eri HATAYAMA,1992
5300,CHN,Xiaoxiao HU,1999
5301,CHN,Xuezhe YANG,1997
5302,PUR,Enrique FIGUEROA SUAREZ,1964
5303,PUR,Gretchen ORTIZ PACHECO,1986
5304,URU,Pablo DEFAZIO ABELLA,1981
5305,URU,Dominique KNUPPEL ARTAGAVEYTIA,1993
5306,NOR,Martine Steller MORTENSEN,1994
5307,NOR,Nicholas Fadler MARTINSEN,1994
5308,TUN,Mehdi GHARBI,1999
5309,TUN,Rania RAHALI,1990
5310,BRA,Kahena KUNZE,1991
5311,BRA,Martine GRAEL,1991
5312,GER,Susann BEUCKE,1991
5313,GER,Tina LUTZ,1990
5314,NED,Annemiek BEKKERING,1991
5315,NED,Annette DUETZ,1993
5316,ESP,Paula BARCELO MARTIN,1996
5317,ESP,Tamara ECHEGOYEN DOMINGUEZ,1984
5318,ARG,Victoria TRAVASCIO,1988
5319,ARG,Maria BRANZ,1990
5320,GBR,Charlotte DOBSON,1986
5321,GBR,Saskia TIDEY,1993
5322,NOR,Marie ROENNINGEN,1994
5323,NOR,Helene NAESS,1991
5324,DEN,Marie Thusgaard OLSEN,1993
5325,DEN,Ida Marie Baad NIELSEN,1992
5326,FRA,Lili SEBESI,1992
5327,FRA,Albane DUBOIS,1992
5328,SGP,Kimberly LIM,1996
5329,SGP,Cecilia LOW,1991
5330,USA,Maggie SHEA,1989
5331,USA,Stephanie ROBLE,1989
5332,NZL,Alex MALONEY,1992
5333,NZL,Molly MEECH,1993
5334,AUS,Jaime RYAN,1994
5335,AUS,Tess LLOYD,1995
5336,BEL,Anouk GEURTS,2000
5337,BEL,Isaura MAENHAUT VAN LEMBERGE,1998
5338,POL,Aleksandra MELZACKA,1998
5339,POL,Kinga LOBODA,1996
5340,CAN,Mariah MILLEN,1998
5341,CAN,Alexandra TEN HOVE,1995
5342,AUT,Lorena ABICHT,1994
5343,AUT,Tanja FRANK,1993
5344,JPN,Anna YAMAZAKI,1999
5345,JPN,Sena TAKANO,1998
5346,CHN,Shasha CHEN,1989
5347,CHN,Ye JIN,1999
5348,PER,Diana TUDELA BALLON,2000
5349,PER,Maria Pia VAN OORDT LOPEZ,2000
5350,TUN,Sarra GUEZGUEZ,2005
5351,TUN,Eya GUEZGUEZ,2005
5352,IND,Vishnu SARAVANAN,1999
5353,SWE,Jesper STALHEIM,1988
5354,BRA,Robert SCHEIDT,1973
5355,HUN,Benjamin VADNAI,1995
5356,NOR,Hermann TOMASGAARD,1994
5357,ESP,Joel RODRIGUEZ PEREZ,1997
5358,USA,Charlie BUCKINGHAM,1989
5359,CRO,Tonci STIPANOVIC,1986
5360,PNG,Teariki NUMA,1999
5361,SGP,Ryan LO,1997
5362,EGY,Aly BADAWY,2001
5363,MAS,Khairulnizam MOHD AFENDY,1993
5364,EST,Karl-Martin RAMMO,1989
5365,ROC,Sergei KOMISSAROV,1987
5366,CHI,Clemente SEGUEL,1999
5367,PER,Stefano PESCHIERA,1995
5368,FIN,Kaarle TAPPER,1995
5369,LCA,Luc Franck Leo CHEVRIER,1999
5370,BEL,Wannes VAN LAER,1985
5371,MNE,Milivoj DUKIC,1993
5372,KOR,Jeemin HA,1989
5373,NZL,Sam MEECH,1991
5374,CYP,Pavlos KONTIDES,1990
5375,SLO,Zan Luka ZELKO,1994
5376,GER,Philipp BUHL,1989
5377,AUS,Matt WEARN,1995
5378,FRA,Jean Baptiste BERNAZ,1987
5379,ESA,Enrique Jose ARATHOON PACAS,1992
5380,TTO,Andrew LEWIS,1989
5381,SAM,Eroni LEILUA,1993
5382,ARG,Francisco GUARAGNA RIGONAT,1997
5383,GUA,Juan Ignacio MAEGLI,1988
5384,GBR,Elliot HANSON,1994
5385,JPN,Kenji NANRI,1992
5386,SEY,Rodney GOVINDEN,1984
5387,MEX,Ignacio BERENGUER,1995
5388,ESP,Angel GRANDA ROQUE,1997
5389,NOR,Endre FUNNEMARK,1998
5390,BLR,Mikita TSIRKUN,1997
5391,ITA,Mattia CAMBONI,1996
5392,ALG,Hamza BOURAS,1987
5393,USA,Pedro PASCUAL,1996
5394,TUR,Onur BIRIZ,1998
5395,CYP,Andreas Pheobus CARIOLOU,1982
5396,GBR,Tom SQUIRES,1993
5397,JPN,Makoto TOMIZAWA,1984
5398,GRE,Vyron KOKKALANIS,1985
5399,LTU,Juozas BERNOTAS,1989
5400,ISR,Yoav COHEN,1999
5401,CHN,Kun BI,1995
5402,KOR,Wonwoo CHO,1994
5403,NED,Kiran BADLOE,1994
5404,SUI,Mateo SANZ LANZ,1993
5405,CZE,Karel LAVICKY,1985
5406,THA,Natthaphong PHONOPPHARAT,1988
5407,POL,Piotr MYSZKA,1981
5408,FRA,Thomas GOYARD,1992
5409,ARG,Francisco Cruz SAUBIDET BIRKNER,1998
5410,ROC,Aleksandr ASKEROV,1995
5411,HKG,Chun Leung Michael CHENG,1994
5412,CYP,Natasa LAPPA,2001
5413,ROC,Anna KHVORIKOVA,1997
5414,GRE,Aikaterini DIVARI,
5415,FRA,Charline PICON,1984
5416,PER,Maria Belen BAZO,1998
5417,CAN,Nikola GIRKE,1977
5418,DEN,Laerke BUHL-HANSEN,1992
5419,MEX,Demita VEGA DE LILLE,1983
5420,ARG,Maria TEJERINA MACKERN,1994
5421,THA,Siripon KAEWDUANG-NGAM,1994
5422,EST,Ingrid PUUSTA,1990
5423,ITA,Marta MAGGETTI,1996
5424,GBR,Emma WILSON,1999
5425,ALG,Nadjet BERRICHI,1995
5426,POL,Zofia KLEPACKA,1986
5427,SGP,Amanda NG,1994
5428,NED,Lilian DE GEUS,1991
5429,HKG,Hei Man H V CHAN,1991
5430,CHN,Yunxiu LU,1996
5431,JPN,Yuki SUNAGA,1980
5432,ISR,Katy SPYCHAKOV,1999
5433,USA,Farrah HALL,1981
5434,BRA,Patricia FREITAS,1990
5435,TUR,Dilara URALP,1995
5436,FIN,Tuuli PETAJA-SIREN,1983
5437,ESP,Blanca MANCHON,1987
5438,HUN,Sara CHOLNOKY,1988
5439,GBR,Eilidh MCINTYRE,1994
5440,GBR,Hannah MILLS,1988
5441,POL,Agnieszka SKRZYPULEC,1989
5442,POL,Jolanta OGAR,1982
5443,FRA,Camille LECOINTRE,1985
5444,FRA,Aloise RETORNAZ,1994
5445,SUI,Linda FAHRNI,1993
5446,SUI,Maja SIEGENTHALER,1992
5447,SLO,Veronika MACAROL,1987
5448,SLO,Tina MRAK,1988
5449,GER,Luise WANSER,1997
5450,GER,Anastasiya WINKEL,1993
5451,JPN,Ai KONDO YOSHIDA,1980
5452,JPN,Miho YOSHIOKA,1990
5453,ISR,Shahar TIBI,1997
5454,ISR,Noya BAR-AM,1996
5455,BRA,Ana Luiza BARBACHAN,1989
5456,BRA,Fernanda OLIVEIRA,1980
5457,NED,Lobke BERKHOUT,1980
